text,sentiment,text_length,positive_score,negative_score,entity_count,adj_ratio,verb_ratio,noun_ratio,negation_flag
in bed after a good last saturday in ec im gonna miss this place but cant wait til summer,0,89,1.0,0.0,3,0.0909090909090909,0.1363636363636363,0.1818181818181818,1
good morning guys  experimental chemistry test this morning s wish me luck,2,74,7.0,0.0,1,0.1538461538461538,0.1538461538461538,0.3846153846153846,0
made breakfast for bf went to sears to pass my drivers test stayed with minh for a lil saunaspa with aunt uncle  mom finally home,1,129,0.0,0.0,0,0.0384615384615384,0.1538461538461538,0.3461538461538461,0
thanks u  idk if im going or not i dont feel like getting all dress up and doing my hair  lol,1,93,7.0,0.0,0,0.0,0.16,0.16,1
yeah im so excited,2,18,4.0,0.0,0,0.2,0.2,0.0,0
just checked my bank balance i spend like a millionaire despite the fact i am nowhere near as rich as one,1,105,4.0,0.0,1,0.0476190476190476,0.0952380952380952,0.1904761904761904,0
it was fun  ate at masthanks  good luck w ur showing tomorrow,0,61,10.0,0.0,1,0.1428571428571428,0.1428571428571428,0.2142857142857142,0
tired about to climb into bed and fall asleep i hope this weekend will be fun i only have a couple of weeks left,2,112,4.0,0.0,2,0.125,0.2083333333333333,0.1666666666666666,0
well not just making dinner making dinner with wet hair,1,55,0.0,0.0,0,0.1,0.2,0.3,1
thanks for trying   i was hoping bud trillin but the fest would be honored by any of the guests with whom you hobnobbed,2,119,6.0,0.0,0,0.0416666666666666,0.1666666666666666,0.0833333333333333,0
surfing the web,1,15,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0
yea its nice but im only here for a weekend,2,43,3.0,0.0,1,0.0909090909090909,0.1818181818181818,0.0909090909090909,0
_trees  true thats kind of your style isn  and less of the old chap,1,67,2.0,0.0,0,0.1666666666666666,0.1111111111111111,0.1666666666666666,0
give a hater a hug  why would you do that i dont like mwean people,0,66,0.0,3.0,1,0.0588235294117647,0.1764705882352941,0.1764705882352941,1
cant believe er is all over,1,27,0.0,0.0,0,0.0,0.1428571428571428,0.0,1
darn open source software and its security holes,1,48,0.0,0.0,0,0.125,0.0,0.5,0
that be it my nathan sense was tingling,1,39,0.0,0.0,0,0.0,0.25,0.125,0
_sian lol i dont have the benefit of sky and hubbie was watching them so had to sit thru it,1,91,5.0,0.0,1,0.0,0.1818181818181818,0.1818181818181818,1
mayyyybe,1,8,0.0,0.0,0,0.0,0.0,1.0,0
i see  faces in that thing but no more,1,38,0.0,1.0,0,0.0,0.1,0.2,1
awww  thats no fun did you take something,0,41,0.0,3.0,1,0.0,0.2,0.1,0
i feel like ive done the london marathon i ach all over,0,55,2.0,0.0,1,0.0,0.2307692307692307,0.0769230769230769,0
too many germãââ½n rodrãââ½guezs results which one are you  i mean how do you look like in your profile picture,1,111,2.0,0.0,0,0.0476190476190476,0.0952380952380952,0.238095238095238,0
whats up,1,8,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
i agree i danced with my dad to kind  generous at my wedding huge fan,2,69,9.0,0.0,0,0.125,0.125,0.1875,0
you are such a great person,2,27,3.0,0.0,0,0.1666666666666666,0.0,0.1666666666666666,0
_xo oh and i know brody and erin,1,32,0.0,0.0,0,0.0,0.1111111111111111,0.2222222222222222,0
didnt know you folks were there sorry,0,37,0.0,1.0,0,0.125,0.125,0.125,1
sexxxxxxxy  i had a silly weekend with my bff p fun times haha,2,62,6.0,0.0,1,0.0714285714285714,0.0714285714285714,0.4285714285714285,0
whaaaat what about your house youve been working so hard on it,0,62,0.0,1.0,0,0.0,0.0769230769230769,0.0769230769230769,0
tom is back in town,1,19,0.0,0.0,0,0.0,0.0,0.2,0
yup everythings there,1,21,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
im medal drivin  home in  hours,1,31,3.0,0.0,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0
is finally home fed and ready to go to bed and its only am  thats gotta be a record,2,83,0.0,0.0,0,0.1363636363636363,0.0909090909090909,0.1363636363636363,0
whats wrong with debbie,0,23,0.0,2.0,0,0.2,0.2,0.0,0
had to pause tv now im  minutes behind on bgt,1,45,0.0,0.0,0,0.0,0.25,0.1666666666666666,0
aww you are the sunshine of my life from bob and larry sing the s  makes me think of,2,84,2.0,0.0,1,0.0,0.2,0.15,0
thought it was rubbish  twins are cute tho,1,42,2.0,0.0,0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0
what i was wanting to see that show,0,35,0.0,0.0,0,0.0,0.25,0.125,0
i hate how ms makes me feel i cant control my legs nite  am in too much pain  its driving me crazy  anyone else get those moments,0,129,0.0,7.0,0,0.0967741935483871,0.1935483870967742,0.0967741935483871,1
hahahahahahahahahah that tickled me so much,2,43,0.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,0
_josa how exciting looking forward to pics on facebook,2,54,3.0,0.0,1,0.1,0.1,0.2,0
i want all the soldiers to come home so we dont have to hear about anymore being killed,2,87,0.0,2.0,0,0.0,0.2631578947368421,0.0526315789473684,1
i still dont have the internet  home,0,36,0.0,0.0,0,0.0,0.1111111111111111,0.2222222222222222,1
just read mcdonalds is actually running more ads than before the economic slowdown great im lovin it,2,100,3.0,0.0,0,0.2222222222222222,0.1666666666666666,0.1666666666666666,0
fuccin bacc hurts now just dragged the long blocc on a piece of wood from the corner to in my garage,0,100,0.0,3.0,1,0.0476190476190476,0.0952380952380952,0.238095238095238,0
oh  that really sucks,0,21,0.0,3.0,0,0.0,0.2,0.0,0
my car is possessed and wont stop honking at me,0,47,0.0,1.0,0,0.0,0.2727272727272727,0.0909090909090909,1
going to bed today was another good if uneventful day,2,53,1.0,0.0,1,0.2,0.1,0.3,0
the new song with cobra starship is amazing,2,43,4.0,0.0,0,0.25,0.0,0.375,0
bahaha bof youve gotta get a life although i cant say much with my obsession with miley cyrus ive gotta get a life,2,114,0.0,0.0,0,0.0357142857142857,0.1785714285714285,0.1785714285714285,1
had a nice time with juno,2,25,3.0,0.0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0
awake still o_o breeding for perfect or close to perfect ivs on a pikachu  dont know what that means google it or wait for my articles,1,134,6.0,0.0,0,0.1071428571428571,0.2142857142857142,0.1071428571428571,1
just saw up with my favorites and surprisingly it was way too sad,0,65,0.0,0.0,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0
why are all the cool classes being offered this summer  boo,1,59,1.0,0.0,1,0.0833333333333333,0.0833333333333333,0.25,0
actually web works fine tweetdeck keeps crashing  im in nj today avoiding nascar,1,80,2.0,0.0,1,0.0666666666666666,0.2,0.3333333333333333,0
its depressing,0,14,0.0,2.0,0,0.0,0.0,0.5,0
happy mothers day to all your wonderful moms,2,44,7.0,0.0,1,0.25,0.0,0.375,0
if any one is looking for  he is now at   and if you dont know him yet follow him anyways good guy,2,98,3.0,0.0,0,0.04,0.12,0.08,1
ha i think i got like two hours of sleep last night and i have an early start tomorrow so chillin and sleep is needed,2,117,4.0,0.0,3,0.08,0.16,0.28,0
i miss that place but miss wegmans even more whole foods  wegmans,0,65,0.0,4.0,0,0.1538461538461538,0.3076923076923077,0.1538461538461538,0
dad and mum are heading that way and i normally jump in the middle and thash about a bit while having cat chasing dreams,1,120,1.0,0.0,0,0.0,0.1666666666666666,0.3333333333333333,0
i dont think im going camping,0,29,0.0,0.0,0,0.0,0.25,0.125,1
right on  im  myself i turn  in october i think that pretty much makes us awesome,2,81,5.0,0.0,1,0.05,0.2,0.0,0
now im in the work   i miss my home any news,0,44,0.0,2.0,0,0.0,0.1538461538461538,0.2307692307692307,0
hmm didnt get the dm are you sure it didnt go to someone else,1,61,0.0,0.0,0,0.0625,0.125,0.0625,1
_mom maybe people would start looking for us like wheres waldo but wheres the ckc,1,81,2.0,0.0,0,0.0,0.1666666666666666,0.2777777777777778,0
maybe a good nights sleep for everyone,2,38,3.0,0.0,0,0.1428571428571428,0.0,0.2857142857142857,0
_staack pfft  i dont have the guts  you tell him  and say its a fundraiser like  pfft,1,85,2.0,0.0,1,0.0,0.1304347826086956,0.217391304347826,1
not any more,0,12,0.0,0.0,0,0.0,0.0,0.0,1
my new camera   rip my hot pink polaroid i,0,42,0.0,0.0,0,0.4,0.1,0.1,0
aww  thats horrible xd,0,22,0.0,3.0,0,0.1666666666666666,0.3333333333333333,0.0,0
wah im gonna miss bowie people  esp you alyanna bondoc  and cesar d i dunno if i can survive without my sosa,0,108,0.0,2.0,0,0.0,0.2307692307692307,0.1923076923076923,0
enjoyed seen everyone last night even tho it was a really bad night financially cant wait to kick it again  the drive ins,1,121,0.0,1.0,1,0.08,0.12,0.16,1
watchin hollyoakspoor justin,0,28,0.0,0.0,2,0.0,0.0,0.0,0
my copy shipped friday if it shows up today ill tune in,1,55,0.0,2.0,2,0.0833333333333333,0.1666666666666666,0.25,0
fixed my favourites  and the heels fell off after  wears,2,56,2.0,0.0,0,0.0,0.1666666666666666,0.25,0
pretty much thanks  seeing if a little gilbert  sullivan will cheer me up more,2,78,5.0,0.0,1,0.0625,0.125,0.125,0
working again today  but off tomorrow for dans party yay,2,56,0.0,0.0,3,0.0,0.0909090909090909,0.3636363636363636,0
thank you  xo,2,13,5.0,0.0,0,0.0,0.25,0.0,0
welcome aboard to  new followers  thanks im honored,2,51,7.0,0.0,0,0.0909090909090909,0.1818181818181818,0.1818181818181818,0
going to sunnybank,1,18,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0
laughed so much today over that picture of lauren that my chest hurts,0,69,0.0,1.0,1,0.0,0.0769230769230769,0.3846153846153846,0
has a lot to catch up on from the weekend the bhr hosts have been busy busy busy,1,80,0.0,0.0,1,0.1666666666666666,0.1111111111111111,0.1666666666666666,0
im trying really hard not to hate you,0,37,0.0,4.0,0,0.0,0.2222222222222222,0.0,1
flu or allergy  doesnt matter just try to squeeze my sundayyyy,0,62,0.0,1.0,0,0.0,0.1538461538461538,0.2307692307692307,1
lets get rich and give everyone nice sweaters and teach them how to dance,2,73,5.0,0.0,0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0
_morris congratulations what a milestone for you and your girls im almost at five months just for one though  you rock,2,118,2.0,0.0,2,0.0,0.125,0.1666666666666666,0
lapit na ko magout lapit na fated to love youhehe,1,49,3.0,0.0,1,0.0,0.2,0.0,0
_go you sure,1,12,0.0,0.0,0,0.25,0.25,0.0,0
sike sike call it truce u still a  and my ppl still gonna air u out tho,0,71,0.0,0.0,0,0.0526315789473684,0.2105263157894736,0.1052631578947368,0
about as precise as any other weather report,2,44,0.0,0.0,0,0.25,0.0,0.25,0
just had a bbq yum im full now,2,30,0.0,0.0,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0
needs to have an increase on her salary,1,39,1.0,0.0,0,0.0,0.25,0.25,0
im good thanks  hope youre enjoying the weekend,2,47,9.0,0.0,1,0.0909090909090909,0.2727272727272727,0.1818181818181818,0
so sad you didnt day hello to me,0,32,0.0,2.0,0,0.1111111111111111,0.0,0.1111111111111111,1
star trek was sooooo awesomespock and kirk were hillarious  im seeing it again sooon,2,84,0.0,0.0,0,0.0625,0.125,0.125,0
damnit day  is at northpark malli use to live near there  someone steal mike for meeee,0,86,0.0,6.0,1,0.0555555555555555,0.1111111111111111,0.1666666666666666,0
happy monday  hope you have a great week,2,40,8.0,0.0,2,0.2222222222222222,0.2222222222222222,0.1111111111111111,0
so i played this game  yeahhhhh i lost  im inlove ughhreally cause im such a fool,0,81,0.0,5.0,0,0.0,0.2,0.1,0
yep heres a pic of the kid standing on the puffy taco   photo,1,61,0.0,0.0,0,0.0714285714285714,0.1428571428571428,0.2142857142857142,0
waiting for the denver game to come on but i dont think their gonna win it  lakers suck lol p come on denver,1,108,4.0,0.0,2,0.0,0.1923076923076923,0.1538461538461538,1
my sentiments exactly,1,21,0.0,0.0,0,0.0,0.0,0.3333333333333333,0
supposed to be back sun via private jet btwo but mite hav to stay bymyself thnk god for another week   want bruno,1,113,2.0,0.0,1,0.0434782608695652,0.1739130434782608,0.2608695652173913,0
i am now vice president of social and cultural affairs at southwestern college,1,78,0.0,0.0,0,0.2307692307692307,0.0,0.3076923076923077,0
well i just saw the dead zone for the first time its a good tv show  is back,1,76,0.0,0.0,1,0.1578947368421052,0.0526315789473684,0.2105263157894736,0
ready and waiting donnie   we love you too,2,42,3.0,0.0,0,0.1111111111111111,0.2222222222222222,0.0,0
there is absolutely nothing to eat in my house epic fail,0,56,0.0,2.0,0,0.0,0.2727272727272727,0.1818181818181818,0
nope up tomorrow  im tired need bed,0,35,0.0,2.0,1,0.1111111111111111,0.2222222222222222,0.2222222222222222,0
gonna knit a felted heart toy for mum for mothers day shes so great not really she loves anything i give her  luv ya mummy,2,122,6.0,0.0,3,0.0714285714285714,0.1785714285714285,0.1785714285714285,1
graduation next sunday im going to miss my class,0,48,0.0,2.0,1,0.0,0.2,0.2,0
thats beautiful,2,15,3.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0
im trying to figure that out right now,2,38,0.0,0.0,0,0.0,0.2222222222222222,0.0,0
_louise lucky me there are mystery ingredients as well,1,54,3.0,0.0,0,0.1,0.1,0.2,0
want my new lappytop now but the site says it wont be here till,1,63,1.0,0.0,0,0.0666666666666666,0.1333333333333333,0.1333333333333333,1
very impressed,2,14,3.0,0.0,0,0.5,0.0,0.0,0
no rosie day today  goal is to leav my house b my mom gets here hmmm maybe rosie day rescheduled forwed,1,103,0.0,1.0,1,0.0909090909090909,0.1818181818181818,0.2727272727272727,0
i am tired,0,10,0.0,2.0,0,0.3333333333333333,0.0,0.0,0
at the rr fashion show with kacie,1,33,0.0,0.0,1,0.0,0.0,0.2857142857142857,0
cant give blood within a year of getting a tattoo so i cant giveim gutted,0,73,0.0,0.0,1,0.0,0.2352941176470588,0.1176470588235294,1
im glad you got on twitter i love you baby,2,42,6.0,0.0,0,0.0909090909090909,0.2727272727272727,0.0909090909090909,0
i love all time low,2,19,3.0,0.0,0,0.2,0.2,0.2,0
shares i miss my niece and nephew,0,33,0.0,1.0,0,0.0,0.1428571428571428,0.4285714285714285,0
cut it off,1,10,0.0,1.0,0,0.0,0.3333333333333333,0.0,0
im so pissed off today n sadly cant even share the reason here,0,62,0.0,5.0,1,0.0666666666666666,0.1333333333333333,0.2,1
feelin really awful having mono sux so much omglistening to music,0,65,0.0,3.0,0,0.1818181818181818,0.0909090909090909,0.2727272727272727,0
have to go to my old house and finish moving,1,44,0.0,0.0,0,0.1,0.3,0.2,0
errg i cant believe that i am not working at all next week i think its time to move on from chick fil a,0,103,0.0,3.0,1,0.04,0.16,0.08,1
bbq party,1,9,0.0,0.0,1,0.0,0.0,0.5,0
watching battlestar galactica season yeah you read it right,2,59,1.0,0.0,0,0.0,0.2222222222222222,0.2222222222222222,0
guapisimo chico you and ms lady gaga looked amazing as usual,2,60,4.0,0.0,1,0.1818181818181818,0.1818181818181818,0.2727272727272727,0
going to the gold coast for mothers day lunch,1,45,2.0,0.0,1,0.1111111111111111,0.1111111111111111,0.4444444444444444,0
out with    i am soooo hungry,0,29,0.0,0.0,0,0.1428571428571428,0.0,0.0,0
john ohh i like you like likelike you  best show ever  the maine,2,64,7.0,0.0,1,0.0666666666666666,0.0666666666666666,0.1333333333333333,0
oh nancy  so sorry for your loss   wishing you the best,1,55,0.0,0.0,0,0.1538461538461538,0.0769230769230769,0.1538461538461538,0
omg im tweeting sooo late sorry i miss u  good times no i didnt marry him still great friends,1,93,2.0,0.0,1,0.0909090909090909,0.1363636363636363,0.1363636363636363,1
a  nsty when ppl make fun of someone   laugh their asses off when the see ur not laughing that shoud be a hint wrong,0,116,4.0,0.0,0,0.0769230769230769,0.1153846153846153,0.1923076923076923,1
still in love with marky mark,2,29,3.0,0.0,0,0.0,0.0,0.3333333333333333,0
half term is almost over,1,24,0.0,0.0,1,0.2,0.0,0.2,0
im one tough momma put together a swing set for tammy allll by myself today  my hubby would be so proud of me,2,109,2.0,0.0,2,0.12,0.08,0.24,0
what a mess were missing the bra strap,0,38,0.0,4.0,0,0.0,0.125,0.375,0
definitely or even just ill call you they never do  how was ur day,1,66,0.0,2.0,0,0.0666666666666666,0.0666666666666666,0.1333333333333333,1
hmmwhat to make for dinner tonight  no clue  dont feel like cooking anything    hubby wants to go away tonight,1,110,1.0,0.0,2,0.0,0.217391304347826,0.217391304347826,1
happy mothers day to all of the woman and the men who made them mothers,2,71,3.0,0.0,1,0.0666666666666666,0.0666666666666666,0.3333333333333333,0
its a lovely  degrees right now at am  amazing enjoy melting vegas l,2,68,9.0,0.0,0,0.1333333333333333,0.0666666666666666,0.1333333333333333,0
my  year old grandma in chicago is having emergency surgery today,1,65,0.0,2.0,2,0.0833333333333333,0.0833333333333333,0.4166666666666667,0
is predicting a heavyweight battle between lakers and cleveland on the finals well hopefully crosses his fingers,2,112,1.0,0.0,0,0.0588235294117647,0.1176470588235294,0.2352941176470588,0
i just retweeted your jesus post as it made me laugh dont worry wasnt a subliminal code,2,87,0.0,1.0,1,0.0526315789473684,0.2105263157894736,0.0526315789473684,1
what a cute dog,2,15,2.0,0.0,0,0.25,0.0,0.25,0
nothing like in n out and a lost marathon after a long day of work,0,66,0.0,1.0,1,0.0666666666666666,0.0666666666666666,0.2,0
yay i hit  subscribers on youtube go me  lol,2,44,3.0,0.0,0,0.0,0.1818181818181818,0.3636363636363636,0
while i remember nerd hurdles rocks  especially the tale of the currency of ironpoodonia,1,88,0.0,0.0,0,0.0,0.0666666666666666,0.4,0
my pic didnt work,1,17,0.0,0.0,0,0.0,0.2,0.2,1
haha nice pic  looks abit like my school,2,40,8.0,0.0,0,0.0,0.1111111111111111,0.2222222222222222,0
saddest thing ive seen a while,0,30,0.0,0.0,0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0
thank you,2,9,2.0,0.0,0,0.0,0.5,0.0,0
yaaay  youre back finally i love reading your tweets d and you p,2,64,3.0,0.0,0,0.0,0.2666666666666666,0.0666666666666666,0
i hate parents,0,14,0.0,3.0,0,0.0,0.3333333333333333,0.3333333333333333,0
i wish i could get sushi delivered to work,2,42,1.0,0.0,0,0.0,0.4444444444444444,0.1111111111111111,0
you make baby jeebus cry,0,24,0.0,1.0,0,0.0,0.2,0.6,0
im tired but im in a good moood,1,31,1.0,0.0,0,0.2,0.2,0.1,0
happy mothers day feliz dia delas madres  mine is already in heaven  miss you,2,77,3.0,0.0,2,0.0625,0.0625,0.3125,0
thing always end up going bad,0,29,0.0,3.0,0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0
playing cards with my niece,1,27,0.0,0.0,0,0.0,0.2,0.4,0
aww i have a tummy ache,0,23,0.0,2.0,0,0.0,0.1666666666666666,0.3333333333333333,0
out for a walk in the cornish countryside on the great british bank hol,1,71,3.0,0.0,0,0.1428571428571428,0.0,0.1428571428571428,0
wow so xmen was pretty much amazing i love wolverine,2,52,12.0,0.0,0,0.1,0.1,0.2,0
is almost over the legal limit of db at the garage,0,50,1.0,0.0,0,0.0909090909090909,0.0,0.1818181818181818,0
morning on monday is it really,1,30,0.0,0.0,2,0.0,0.0,0.1666666666666666,0
wow youre cars awesome have fun with alex,2,41,12.0,0.0,0,0.0,0.2222222222222222,0.3333333333333333,0
has not finished the bio mols mind map  stupid sheet hid sections from me on the back,0,85,0.0,3.0,0,0.0555555555555555,0.1666666666666666,0.2777777777777778,1
attending matthews senior day for recognition and im so not ready for this,1,74,2.0,0.0,0,0.1428571428571428,0.1428571428571428,0.2142857142857142,1
that  money sign ugh,1,20,0.0,2.0,0,0.0,0.2,0.4,0
wants a new phone ugh my bday in  weeks yall,1,44,0.0,2.0,1,0.0833333333333333,0.0833333333333333,0.25,0
just relax,2,10,0.0,0.0,0,0.0,0.5,0.0,0
so the man behind the awesome macarena vid great work love it,2,61,10.0,0.0,0,0.1666666666666666,0.0833333333333333,0.1666666666666666,0
last day at worksick to the bone,0,32,0.0,0.0,1,0.1428571428571428,0.0,0.4285714285714285,0
really  least u wont hav  put up wiv him,1,40,0.0,0.0,0,0.0833333333333333,0.0833333333333333,0.0,1
i changedd my background  its from picnik,1,41,0.0,0.0,0,0.0,0.125,0.25,0
you were right about karla not the best movie made,1,50,3.0,0.0,1,0.2,0.1,0.2,1
dude i tried it wouldnt load,0,28,0.0,0.0,0,0.0,0.2857142857142857,0.1428571428571428,1
bank holiday  off to the station now catch you all later,1,56,0.0,0.0,0,0.0,0.0833333333333333,0.1666666666666666,0
almost dun choreographing the dance,1,35,0.0,0.0,0,0.0,0.2,0.4,0
doh i was hoping to get a book for the missus but exclusive books are closed,1,76,4.0,0.0,0,0.125,0.1875,0.1875,0
i miss her  i hope she comes back,2,33,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
aight im out off to see spring awakening home we make it home in time to see jays last show,1,91,0.0,0.0,0,0.0476190476190476,0.1904761904761904,0.2857142857142857,0
my portfolio v uploaded any comments and feedback are warmly welcomed,2,69,2.0,0.0,0,0.0,0.1818181818181818,0.3636363636363636,0
gdnight tweeters  night  sleep tight and dont steal my blankets  otay i love yous,2,81,1.0,0.0,1,0.0555555555555555,0.1111111111111111,0.3333333333333333,1
oh fabulous ta  im with the coffee too obviously although my cup is not large enough to embrace which is its deficiency,1,119,3.0,0.0,0,0.0833333333333333,0.0833333333333333,0.125,1
girl yes as if having it where you cant see it wont gross enough,1,64,0.0,1.0,0,0.0,0.1875,0.0625,1
welcome aboard my friend the fans are gonna love ya here,2,56,7.0,0.0,1,0.0,0.25,0.1666666666666666,0
the vp is goneso why am i getting a headache    time to have some coffee and fight it off migraine ohnoyoudidnt,0,111,0.0,3.0,0,0.0454545454545454,0.1363636363636363,0.2272727272727272,0
education doesnt move forward because we keep repeating our past sigh,1,69,0.0,2.0,0,0.0833333333333333,0.25,0.1666666666666666,1
me toobut im goitn to go to showerand cleanin up my room and later eat somethin,1,79,0.0,0.0,0,0.0,0.1764705882352941,0.1764705882352941,0
i hope to take you on that offer one day,2,40,2.0,0.0,1,0.0,0.3,0.1,0
how can it be so freaking difficult to get a systemwide spellchecker  id settle for an office suite one stupid unhelpful windows,0,128,0.0,3.0,1,0.125,0.125,0.2916666666666667,0
my body hurt  i need a rub down like now,0,40,0.0,0.0,0,0.0,0.1818181818181818,0.1818181818181818,0
the globe theatre rocksnothing better than romeo  juliet as it was supposed to be watched,2,89,2.0,0.0,0,0.0,0.125,0.3125,0
please ignore cheesey music,0,27,0.0,0.0,1,0.25,0.25,0.25,0
cool linux,2,10,1.0,0.0,0,0.0,0.0,0.0,0
new crisis my bag is too eavy for my doe,1,40,0.0,3.0,0,0.2,0.0,0.3,0
wakey wakey lemon shakeyyyy  haha goin  schooliooo  its raining ugh guess where i wish i can be right nowcalifornia,2,115,2.0,0.0,3,0.0454545454545454,0.0909090909090909,0.1363636363636363,0
hi bruce  i am trying to eat healthy  its kinda scary when i read eat this not that  maggots and rat hair in our food,1,117,0.0,0.0,1,0.1071428571428571,0.1428571428571428,0.1785714285714285,1
games just wanted to clarify,1,28,0.0,0.0,0,0.0,0.4,0.2,0
haha you would do that p thats cute nobody ever comes to visit me  god  lake geneva and how far it is from civilizati,2,117,6.0,0.0,1,0.037037037037037,0.1851851851851851,0.037037037037037,0
feeling pretty tired and lonely,0,31,0.0,2.0,0,0.4,0.2,0.0,0
thanks for the headsup re tour just booked  tickets for the palace on th june,2,77,2.0,0.0,1,0.0,0.125,0.25,0
hi celebxxxvidsyh and aybygw thanks for following,2,49,2.0,0.0,0,0.0,0.1428571428571428,0.4285714285714285,0
im so freaking afraid that once again ive managed to stick my foot in my mouth and scare yet another person off,0,111,0.0,4.0,0,0.0416666666666666,0.125,0.1666666666666666,0
i can only message those who message me if were fwendsso those that want repliesfollow me  hmmthat sounds funny,2,111,5.0,0.0,0,0.05,0.25,0.05,0
four hour baseball game at least the crew spent much of it making the cubbies look bad,0,86,0.0,3.0,1,0.1764705882352941,0.1764705882352941,0.2941176470588235,0
my wack friends are all raiding my kitchen rene my love bound for badluck and debbie my psycho korean friend,2,108,4.0,0.0,1,0.05,0.2,0.35,0
did they already get the tax money from helio for his winning of the pole position ha ha,1,88,8.0,0.0,0,0.0,0.0555555555555555,0.3333333333333333,0
when i fell on my  today i ripped my blue volcom boxers,1,55,0.0,0.0,1,0.1538461538461538,0.1538461538461538,0.1538461538461538,0
soak your had in hot water but not boiling for about mins  itll pull them right out,1,83,0.0,0.0,1,0.0526315789473684,0.2105263157894736,0.1052631578947368,1
is not liking the online livebox right now internet is dead,0,59,0.0,1.0,0,0.1818181818181818,0.0909090909090909,0.1818181818181818,1
getting into the swing of things i miss someone,0,47,0.0,2.0,0,0.0,0.2222222222222222,0.2222222222222222,0
to save my heart i think imma let go i can see myself getting hurt with you,0,75,0.0,0.0,0,0.0,0.3529411764705882,0.1176470588235294,0
in edinburgh just had a chinese yum better take wee haggis out hes cryin at me   dunno y tho xox,1,96,2.0,0.0,3,0.0454545454545454,0.1363636363636363,0.1363636363636363,0
likes cheerios and scones in the morning,2,40,2.0,0.0,1,0.0,0.1428571428571428,0.4285714285714285,0
good i hope that it was a wonderful experience,2,46,9.0,0.0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0
haha hell ya id love to find some boys to toke with and thats a very sexy bike,2,78,5.0,0.0,0,0.05,0.15,0.2,0
wearing spidey boxers,1,21,0.0,0.0,0,0.0,0.3333333333333333,0.6666666666666666,0
gmorning rain rain and more rain  but i dont care so much,0,57,2.0,0.0,0,0.0714285714285714,0.1428571428571428,0.2142857142857142,1
nd to last episode of jay leno  itll never be the same  nite twitter,1,68,0.0,0.0,1,0.1764705882352941,0.0,0.1176470588235294,1
is ur boyfriend better than mine hell no,0,40,0.0,3.0,0,0.0,0.0,0.25,0
stephane doesnt even feel sorry for me off to work then,0,55,0.0,1.0,0,0.0833333333333333,0.1666666666666666,0.0833333333333333,1
has had a really good bank hoilday,2,34,3.0,0.0,0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0
that room will be an oven too,1,29,0.0,0.0,0,0.1428571428571428,0.0,0.1428571428571428,0
thanx for the msg glad u liked my singing,2,41,5.0,0.0,0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0
dear daniel good news from nintendo they want you as a potential lotchecktester hoffentlich wirds was mit der stelle,2,116,6.0,0.0,1,0.1578947368421052,0.1052631578947368,0.2105263157894736,0
love to but cant swing the  am  i would more than likely do an evening tweetup in the future,2,92,3.0,0.0,1,0.0454545454545454,0.1818181818181818,0.0909090909090909,1
lol whats wrong workin right now so,0,35,1.0,0.0,0,0.125,0.125,0.125,0
i need help twitter world orange theraflu pillsare those going to be the drowsy or non drowsy,1,93,2.0,0.0,0,0.0588235294117647,0.1764705882352941,0.1764705882352941,0
best show of my life guess im going to sc this week,2,51,3.0,0.0,1,0.0769230769230769,0.1538461538461538,0.2307692307692307,0
i dont feel well  i got a dentist appointment later,0,51,0.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,1
feeling very grateful for such a great mum and family,2,53,7.0,0.0,0,0.2,0.1,0.2,0
_wesely he he   love it,2,23,3.0,0.0,0,0.0,0.1428571428571428,0.0,0
why are tea pitcher things so hard to find  i havent seen any here and ive only found this  online  ugly,0,104,0.0,4.0,0,0.0769230769230769,0.1153846153846153,0.1153846153846153,1
just went with kerri to her locker for the last time,1,52,0.0,0.0,0,0.0909090909090909,0.0909090909090909,0.2727272727272727,0
o i see your dog  bella,1,23,0.0,0.0,0,0.0,0.1428571428571428,0.2857142857142857,0
just taking my dad in law for a sunday stroll down old leigh  a beautiful morning say hi to morris lol,2,102,6.0,0.0,3,0.0909090909090909,0.1363636363636363,0.2727272727272727,0
watched the rescuers down under with dru and ate mickey ds this is how disney sequels should be done,2,100,0.0,0.0,0,0.0526315789473684,0.1578947368421052,0.1578947368421052,0
finished dexter season    start on season  next week,1,52,0.0,0.0,1,0.1,0.1,0.5,0
